#{"t_start": 1748654011.4573238, "env_id": "None"}
r,l,t
-50.0,1,10433.536556
-50.0,1,10434.628633
-50.0,1,10434.628688
-50.0,1,10435.758999
-50.0,1,10435.759056
-50.0,1,10436.882055
-50.0,1,10436.88211
-50.0,1,10437.965767
-50.0,1,10437.96583
-50.0,1,10439.065711
-50.0,1,10439.065777
-50.0,1,10440.165978
-50.0,1,10440.166044
-50.0,1,10441.278244
-50.0,1,10441.2783
-50.0,1,10442.461077
-50.0,1,10442.461148
-50.0,1,10444.096117
-50.0,1,10444.096168
-50.0,1,10445.846907
-32.0,1,10445.846967
-50.0,1,10447.023315
-50.0,1,10447.023378
-50.0,1,10448.211456
-50.0,1,10448.211516
-50.0,1,10449.40089
-50.0,1,10449.400945
-50.0,1,10450.59111
-50.0,1,10450.591161
-50.0,1,10452.479827
-38.0,2,10453.69187
-50.0,1,10453.691928
-50.0,1,10454.923317
-50.0,1,10454.923374
-32.0,1,10456.823542
-50.0,1,10456.823598
-50.0,1,10457.999731
-50.0,1,10457.99979
-50.0,1,10459.192887
-50.0,1,10459.192956
-50.0,1,10460.364543
-50.0,1,10460.364598
-50.0,1,10461.622543
-50.0,1,10461.62261
-50.0,1,10463.656073
-50.0,1,10463.656172
-50.0,1,10465.149532
-50.0,1,10465.149587
-50.0,1,10467.245183
-50.0,1,10468.666808
-41.0,2,10468.666879
-50.0,1,10470.534936
-32.0,1,10470.534994
-50.0,1,10471.781406
-50.0,1,10471.781466
-50.0,1,10473.06243
-50.0,1,10473.062497
-50.0,1,10474.351892
-50.0,1,10474.351958
-50.0,1,10475.595492
-50.0,1,10475.595547
-50.0,1,10476.883878
-50.0,1,10476.883939
-50.0,1,10478.161622
-50.0,1,10478.161681
-50.0,1,10479.392204
-50.0,1,10479.392262
-50.0,1,10480.565706
-50.0,1,10480.565753
-50.0,1,10481.710614
-50.0,1,10481.710671
-50.0,1,10482.839988
-50.0,1,10482.840045
-50.0,1,10483.981839
-50.0,1,10483.981895
-50.0,1,10485.134583
-50.0,1,10485.134639
-50.0,1,10486.844342
-32.0,1,10486.844407
-50.0,1,10487.982114
-50.0,1,10487.982172
-50.0,1,10489.122261
-50.0,1,10489.122317
-50.0,1,10490.855138
-32.0,1,10490.855194
-50.0,1,10492.00747
-50.0,1,10492.007541
-50.0,1,10493.144657
-50.0,1,10493.144715
-50.0,1,10494.270578
-50.0,1,10494.270636
-50.0,1,10495.416857
-50.0,1,10495.416928
-50.0,1,10496.575527
-50.0,1,10496.575593
-50.0,1,10497.739007
-50.0,1,10497.739067
-50.0,1,10499.45956
-38.0,2,10500.561604
-50.0,1,10500.561663
-50.0,1,10501.659532
-50.0,1,10501.659592
-50.0,1,10502.736431
-50.0,1,10502.73649
-50.0,1,10503.861834
-50.0,1,10503.861884
-50.0,1,10505.043089
-50.0,1,10505.043146
-50.0,1,10506.229582
-50.0,1,10506.229645
-32.0,1,10508.09399
-50.0,1,10508.094048
-50.0,1,10509.289086
-50.0,1,10509.289144
-50.0,1,10510.478065
-50.0,1,10510.478121
-50.0,1,10511.668917
-50.0,1,10511.668982
-50.0,1,10512.840989
-50.0,1,10512.841047
-50.0,1,10514.00317
-50.0,1,10514.003235
-32.0,1,10515.818857
-50.0,1,10515.81893
-50.0,1,10517.063075
-50.0,1,10517.063171
-50.0,1,10518.341104
-50.0,1,10518.341159
-50.0,1,10519.460526
-50.0,1,10519.460584
-50.0,1,10520.580542
-50.0,1,10520.580601
-50.0,1,10521.688816
-50.0,1,10521.688874
-50.0,1,10523.49212
-50.0,1,10525.079125
-2.0,2,10525.07919
-50.0,1,10527.250907
-32.0,1,10527.251008
-50.0,1,10529.016357
-50.0,1,10529.016414
-50.0,1,10530.165717
-50.0,1,10530.165775
-50.0,1,10531.318823
-50.0,1,10531.31888
-50.0,1,10533.147716
-50.0,1,10534.308615
-38.0,2,10534.308671
-50.0,1,10535.471141
-50.0,1,10535.471197
-50.0,1,10536.61486
-50.0,1,10536.614916
-50.0,1,10538.396534
-50.0,1,10539.508429
-38.0,2,10539.508498
-50.0,1,10540.63291
-50.0,1,10540.632967
-50.0,1,10542.233836
-50.0,1,10542.233931
-50.0,1,10544.096881
-50.0,1,10544.096941
-50.0,1,10546.291112
-50.0,1,10546.291207
-50.0,1,10548.393262
-50.0,1,10548.39336
-50.0,1,10550.563224
-50.0,1,10550.563313
-50.0,1,10552.690541
-50.0,1,10552.690638
-50.0,1,10555.059756
-50.0,1,10555.059844
-50.0,1,10557.267037
-50.0,1,10558.342057
-38.0,2,10558.342129
-50.0,1,10560.067776
-35.0,2,10561.805109
-38.0,2,10563.675131
-50.0,1,10565.926425
-2.0,2,10565.926525
-50.0,1,10567.67341
-50.0,1,10567.673502
-32.0,1,10569.83966
-50.0,1,10569.839711
-50.0,1,10571.400873
-50.0,1,10571.400932
-32.0,1,10574.027225
-50.0,1,10574.027324
-50.0,1,10575.878319
-50.0,1,10575.878401
-50.0,1,10577.938354
-50.0,1,10577.938453
-50.0,1,10579.850177
-50.0,1,10579.850285
-50.0,1,10582.031967
-29.0,1,10582.03202
-50.0,1,10583.729763
-50.0,1,10583.729837
-50.0,1,10585.47376
-50.0,1,10585.47383
-50.0,1,10587.091516
-50.0,1,10587.09161
-50.0,1,10589.274081
-50.0,1,10589.274188
-32.0,1,10591.546956
-50.0,1,10591.547024
-50.0,1,10593.720267
-50.0,1,10593.720321
-35.0,1,10595.958056
-35.0,1,10595.958115
-50.0,1,10598.81159
-50.0,1,10598.811647
-50.0,1,10599.958655
-50.0,1,10599.958711
-50.0,1,10601.090962
-50.0,1,10601.091021
-32.0,1,10602.834073
-50.0,1,10602.834141
-50.0,1,10604.598289
-50.0,1,10605.606611
-35.0,2,10605.606666
-50.0,1,10606.810578
-50.0,1,10606.810635
-50.0,1,10608.727414
-50.0,1,10609.877199
-35.0,2,10609.877263
-50.0,1,10611.749742
-50.0,1,10613.365099
-2.0,2,10613.365167
-50.0,1,10614.565141
-50.0,1,10614.565207
-50.0,1,10615.759817
-50.0,1,10615.759876
-50.0,1,10616.878079
-50.0,1,10616.881227
-50.0,1,10618.053157
-50.0,1,10618.053224
-50.0,1,10619.197928
-50.0,1,10619.197986
-50.0,1,10620.323522
-50.0,1,10620.32359
-50.0,1,10622.161654
-50.0,1,10623.709133
-2.0,2,10623.709192
-29.0,1,10625.987043
-50.0,1,10627.112787
-38.0,2,10627.112849
-50.0,1,10628.251365
-50.0,1,10628.251427
-50.0,1,10629.376209
-50.0,1,10629.376266
-50.0,1,10630.531994
-50.0,1,10630.532042
-50.0,1,10631.641687
-50.0,1,10631.641743
-50.0,1,10632.74814
-50.0,1,10632.748203
-50.0,1,10633.958507
-50.0,1,10633.958564
-50.0,1,10635.04673
-50.0,1,10635.046814
-50.0,1,10636.555684
-50.0,1,10636.55574
-35.0,1,10639.489183
-32.0,1,10639.489253
-50.0,1,10640.730105
-50.0,1,10640.73017
-50.0,1,10641.963729
-50.0,1,10641.963785
-50.0,1,10643.686586
-50.0,1,10643.686668
-50.0,1,10644.909045
-50.0,1,10644.909108
-50.0,1,10646.231308
-50.0,1,10646.23138
-50.0,1,10647.474604
-50.0,1,10647.474671
-50.0,1,10648.636585
-50.0,1,10648.636645
-50.0,1,10650.433794
-50.0,1,10651.730336
-38.0,2,10651.730397
-50.0,1,10652.932057
-50.0,1,10652.932114
-50.0,1,10654.630337
-50.0,1,10654.630434
-50.0,1,10656.100794
-50.0,1,10656.100876
-50.0,1,10657.655439
-50.0,1,10657.655506
-50.0,1,10659.568089
-50.0,1,10659.568188
-50.0,1,10661.231326
-50.0,1,10661.23143
-50.0,1,10663.235209
-50.0,1,10663.235294
-50.0,1,10665.310356
-50.0,1,10665.310456
-50.0,1,10667.679846
-32.0,1,10667.679907
-50.0,1,10668.823158
-50.0,1,10668.823217
-50.0,1,10670.067119
-50.0,1,10670.067177
-50.0,1,10671.239365
-50.0,1,10671.239424
-50.0,1,10673.023943
-32.0,1,10673.024001
-50.0,1,10674.871936
-2.0,2,10676.502127
-50.0,1,10676.502187
-50.0,1,10678.255793
-35.0,2,10679.395113
-50.0,1,10679.395167
-38.0,1,10681.594407
-50.0,1,10681.594468
-50.0,1,10682.744995
-50.0,1,10682.745053
-50.0,1,10683.869179
-50.0,1,10683.869233
-50.0,1,10685.028307
-50.0,1,10685.028363
-50.0,1,10686.191846
-50.0,1,10686.191911
-50.0,1,10687.337566
-50.0,1,10687.337625
-50.0,1,10688.508861
-50.0,1,10688.508918
-50.0,1,10689.669594
-50.0,1,10689.669647
-50.0,1,10690.817644
-50.0,1,10690.817708
-50.0,1,10692.00544
-50.0,1,10692.005497
-50.0,1,10693.153455
-50.0,1,10693.153514
-50.0,1,10694.348326
-50.0,1,10694.348385
-50.0,1,10695.521976
-50.0,1,10695.52204
-50.0,1,10696.716871
-50.0,1,10696.716942
-50.0,1,10697.940347
-50.0,1,10697.940403
-50.0,1,10699.012559
-50.0,1,10699.012643
-50.0,1,10700.152502
-50.0,1,10700.152557
-50.0,1,10701.45937
-50.0,1,10701.459439
-50.0,1,10702.59434
-50.0,1,10702.594396
-50.0,1,10703.717168
-50.0,1,10703.717225
-50.0,1,10704.874627
-50.0,1,10704.874692
-50.0,1,10705.964097
-50.0,1,10705.964157
-50.0,1,10707.063441
-50.0,1,10707.063497
-50.0,1,10708.754543
-50.0,1,10709.835832
-35.0,2,10709.835889
-50.0,1,10711.521141
-50.0,1,10712.647444
-35.0,2,10712.647504
-29.0,1,10715.122484
-50.0,1,10716.266324
-35.0,2,10716.266382
-50.0,1,10717.960655
-35.0,2,10719.076244
-50.0,1,10719.076299
-32.0,1,10720.704619
-50.0,1,10720.704675
-50.0,1,10722.378786
-50.0,1,10723.4814
-38.0,2,10723.481456
-50.0,1,10724.625376
-50.0,1,10724.625433
-50.0,1,10725.70454
-50.0,1,10725.704595
-50.0,1,10726.837521
-50.0,1,10726.837583
-50.0,1,10727.928892
-50.0,1,10727.928955
-50.0,1,10729.178743
-50.0,1,10729.178804
-50.0,1,10730.302065
-50.0,1,10730.302125
-50.0,1,10731.384565
-50.0,1,10731.384618
-50.0,1,10732.465755
-50.0,1,10732.465812
-50.0,1,10733.648783
-50.0,1,10733.648857
-50.0,1,10734.746449
-50.0,1,10734.746506
-50.0,1,10735.839235
-50.0,1,10735.839287
-32.0,1,10738.142837
-50.0,1,10739.136312
-35.0,2,10739.136368
-50.0,1,10740.280804
-50.0,1,10740.280863
-50.0,1,10742.001449
-50.0,1,10743.090336
-35.0,2,10743.090401
-50.0,1,10744.170948
-50.0,1,10744.171005
-50.0,1,10745.249812
-50.0,1,10745.249871
-50.0,1,10746.390792
-50.0,1,10746.390853
-50.0,1,10747.525561
-50.0,1,10747.525617
-50.0,1,10748.686494
-50.0,1,10748.686552
-50.0,1,10749.80624
-50.0,1,10749.806296
-50.0,1,10750.933945
-50.0,1,10750.934004
-50.0,1,10752.060682
-50.0,1,10752.060753
-50.0,1,10753.185144
-50.0,1,10753.185205
-50.0,1,10754.30624
-50.0,1,10754.306303
-50.0,1,10755.446167
-50.0,1,10755.446226
-50.0,1,10756.58252
-50.0,1,10756.582578
-50.0,1,10757.734016
-50.0,1,10757.734074
-50.0,1,10758.876356
-50.0,1,10758.876413
-50.0,1,10760.018642
-50.0,1,10760.018692
-50.0,1,10761.233677
-50.0,1,10761.233733
-50.0,1,10762.421431
-50.0,1,10762.421491
-50.0,1,10764.312109
-50.0,1,10765.920727
-2.0,2,10765.920807
-50.0,1,10767.833083
-32.0,1,10767.833157
-50.0,1,10769.02265
-50.0,1,10769.022714
-50.0,1,10770.393575
-50.0,1,10770.393631
-50.0,1,10771.588243
-50.0,1,10771.588301
-50.0,1,10773.07401
-50.0,1,10773.074083
-50.0,1,10774.250491
-50.0,1,10774.250554
-50.0,1,10775.410427
-50.0,1,10775.410484
-50.0,1,10776.576494
-50.0,1,10776.57655
-50.0,1,10777.764508
-50.0,1,10777.764576
-50.0,1,10778.954398
-50.0,1,10778.954453
-50.0,1,10780.354535
-50.0,1,10780.354595
-50.0,1,10781.590008
-50.0,1,10781.59007
-50.0,1,10782.784052
-50.0,1,10782.784119
-32.0,1,10784.801626
-50.0,1,10784.801703
-50.0,1,10786.383754
-50.0,1,10786.383811
-50.0,1,10787.597816
-50.0,1,10787.597878
-50.0,1,10788.762931
-50.0,1,10788.762999
-50.0,1,10789.885338
-50.0,1,10789.885392
-50.0,1,10791.028327
-50.0,1,10791.028391
-50.0,1,10792.808028
-38.0,2,10793.92427
-50.0,1,10793.924331
-50.0,1,10795.066901
-50.0,1,10795.066964
-50.0,1,10796.190065
-50.0,1,10796.19013
-50.0,1,10797.333218
-50.0,1,10797.333275
-32.0,1,10799.132354
-50.0,1,10799.132412
-50.0,1,10800.310972
-50.0,1,10800.31103
-50.0,1,10801.48612
-50.0,1,10801.486177
-50.0,1,10802.661356
-50.0,1,10802.661422
-50.0,1,10803.804159
-50.0,1,10803.804287
-50.0,1,10804.983701
-50.0,1,10804.983767
-50.0,1,10806.135763
-50.0,1,10806.135822
-50.0,1,10807.361821
-50.0,1,10807.361879
-50.0,1,10808.544677
-50.0,1,10808.544729
-32.0,1,10810.254337
-50.0,1,10810.254395
-50.0,1,10811.414436
-50.0,1,10811.414541
-50.0,1,10812.565598
-50.0,1,10812.565662
-50.0,1,10813.715207
-50.0,1,10813.715268
-50.0,1,10814.861227
-50.0,1,10814.861281
-50.0,1,10815.988806
-50.0,1,10815.988867
-32.0,1,10817.949962
-50.0,1,10817.950023
-50.0,1,10819.209113
-50.0,1,10819.209176
-50.0,1,10820.382135
-50.0,1,10820.382231
-50.0,1,10821.55254
-50.0,1,10821.552599
-50.0,1,10822.707263
-50.0,1,10822.707319
-50.0,1,10823.860207
-50.0,1,10823.860258
-50.0,1,10825.008561
-50.0,1,10825.00862
-50.0,1,10826.179415
-50.0,1,10826.179488
-50.0,1,10827.362131
-50.0,1,10827.362199
-50.0,1,10828.486376
-50.0,1,10828.486434
-50.0,1,10829.608421
-50.0,1,10829.608472
-50.0,1,10830.73782
-50.0,1,10830.737875
-50.0,1,10831.905268
-50.0,1,10831.905335
-50.0,1,10833.04621
-50.0,1,10833.046268
-50.0,1,10834.960317
-50.0,1,10836.757298
-2.0,2,10836.757361
-50.0,1,10838.49582
-32.0,1,10838.495876
-32.0,1,10840.148226
-50.0,1,10840.148286
-50.0,1,10841.291294
-50.0,1,10841.291353
-50.0,1,10842.417924
-50.0,1,10842.418
-50.0,1,10843.54491
-50.0,1,10843.544966
-50.0,1,10845.142426
-50.0,1,10845.142482
-50.0,1,10846.537264
-50.0,1,10846.537357
-50.0,1,10848.33515
-50.0,1,10848.335212
-50.0,1,10850.266265
-50.0,1,10850.266366
-50.0,1,10852.325306
-50.0,1,10852.325358
-50.0,1,10854.092585
-50.0,1,10854.092635
-50.0,1,10855.315848
-50.0,1,10855.315915
-50.0,1,10856.57813
-50.0,1,10856.57819
-50.0,1,10857.80975
-50.0,1,10857.809806
-50.0,1,10860.025353
-32.0,1,10860.025412
-50.0,1,10861.285598
-50.0,1,10861.285678
-50.0,1,10862.448989
-50.0,1,10862.449081
-50.0,1,10863.819136
-50.0,1,10863.819197
-50.0,1,10865.835425
-32.0,1,10865.835511
-50.0,1,10867.029609
-50.0,1,10867.029666
-50.0,1,10868.349238
-50.0,1,10868.3493
-50.0,1,10869.574885
-50.0,1,10869.574941
-50.0,1,10870.86163
-50.0,1,10870.861725
-50.0,1,10872.217458
-50.0,1,10872.217533
-50.0,1,10873.506154
-50.0,1,10873.50621
-50.0,1,10874.678022
-50.0,1,10874.678077
-50.0,1,10875.84007
-50.0,1,10875.840125
-50.0,1,10877.056855
-50.0,1,10877.056911
-50.0,1,10878.24726
-50.0,1,10878.247319
-50.0,1,10879.430183
-50.0,1,10879.430251
-50.0,1,10880.58801
-50.0,1,10880.588068
-50.0,1,10882.30998
-32.0,1,10882.310046
-50.0,1,10883.451284
-50.0,1,10883.45135
-50.0,1,10884.570577
-50.0,1,10884.570633
-50.0,1,10885.72039
-50.0,1,10885.720448
-50.0,1,10886.895075
-50.0,1,10886.89514
-50.0,1,10888.683633
-35.0,2,10890.551537
-50.0,1,10892.299252
-2.0,2,10892.299313
-50.0,1,10893.979234
-32.0,1,10893.979289
-50.0,1,10895.16031
-50.0,1,10895.160365
-50.0,1,10896.274673
-50.0,1,10896.274738
-50.0,1,10897.423206
-50.0,1,10897.423263
-50.0,1,10898.565812
-50.0,1,10898.565871
-50.0,1,10899.727993
-50.0,1,10899.72805
-50.0,1,10900.976418
-50.0,1,10900.976476
-32.0,1,10902.817048
-50.0,1,10902.817115
-50.0,1,10903.994518
-50.0,1,10903.994576
-50.0,1,10905.16547
-50.0,1,10905.165527
-50.0,1,10907.013884
-2.0,2,10908.698038
-50.0,1,10908.698099
-32.0,1,10911.143174
-32.0,1,10911.14323
-50.0,1,10912.396561
-50.0,1,10912.39662
-50.0,1,10914.006235
-50.0,1,10914.006318
-50.0,1,10915.984417
-50.0,1,10915.984507
-50.0,1,10917.640909
-50.0,1,10917.640967
-50.0,1,10918.75744
-50.0,1,10918.757497
-50.0,1,10919.921817
-50.0,1,10919.921892
-50.0,1,10921.22153
-50.0,1,10921.221588
-50.0,1,10922.45686
-50.0,1,10922.456918
-35.0,1,10924.987424
-32.0,1,10924.987478
-50.0,1,10926.164243
-50.0,1,10926.164314
-50.0,1,10927.256051
-50.0,1,10927.256109
-50.0,1,10928.39391
-50.0,1,10928.393967
-50.0,1,10929.506707
-50.0,1,10929.50677
-50.0,1,10930.61202
-50.0,1,10930.612077
-50.0,1,10931.731239
-50.0,1,10931.731295
-50.0,1,10932.913852
-50.0,1,10932.913906
-50.0,1,10934.044394
-50.0,1,10934.044454
-50.0,1,10935.143111
-50.0,1,10935.143167
-50.0,1,10936.283719
-50.0,1,10936.283779
-50.0,1,10937.405943
-50.0,1,10937.406011
-50.0,1,10938.489489
-50.0,1,10938.489543
-32.0,1,10940.178988
-50.0,1,10940.179054
-50.0,1,10941.29054
-50.0,1,10941.290594
-32.0,1,10942.978721
-50.0,1,10942.978775
-50.0,1,10944.15373
-50.0,1,10944.153797
-50.0,1,10945.287409
-50.0,1,10945.287464
-50.0,1,10946.43121
-50.0,1,10946.431267
-50.0,1,10947.649051
-50.0,1,10947.649115
-32.0,1,10949.484575
-50.0,1,10949.484632
-50.0,1,10950.615907
-50.0,1,10950.615972
-50.0,1,10951.837915
-50.0,1,10951.837972
-50.0,1,10953.078386
-50.0,1,10953.078444
-50.0,1,10954.246719
-50.0,1,10954.246796
-50.0,1,10956.172903
-2.0,2,10957.877255
-50.0,1,10957.877309
-50.0,1,10959.536545
-32.0,1,10959.536602
-50.0,1,10960.687974
-50.0,1,10960.688031
-50.0,1,10961.839305
-50.0,1,10961.839363
-50.0,1,10962.964685
-50.0,1,10962.964742
-50.0,1,10964.101324
-50.0,1,10964.10139
-50.0,1,10965.184653
-50.0,1,10965.184709
-50.0,1,10966.277626
-50.0,1,10966.277683
-50.0,1,10967.444694
-50.0,1,10967.444749
-50.0,1,10968.597136
-50.0,1,10968.5972
-50.0,1,10969.755723
-50.0,1,10969.75578
-50.0,1,10971.478644
-32.0,1,10971.478743
-50.0,1,10972.610326
-50.0,1,10972.610388
-50.0,1,10973.746865
-50.0,1,10973.746923
-50.0,1,10974.88633
-50.0,1,10974.886393
-50.0,1,10976.039137
-50.0,1,10976.039191
-50.0,1,10977.200778
-50.0,1,10977.200833
-32.0,1,10979.463717
-32.0,1,10979.463779
-50.0,1,10980.617326
-50.0,1,10980.617384
-50.0,1,10981.77171
-50.0,1,10981.771775
-50.0,1,10982.91965
-50.0,1,10982.919713
-50.0,1,10984.093513
-50.0,1,10984.09357
-32.0,1,10985.902278
-50.0,1,10985.902339
-50.0,1,10987.096215
-50.0,1,10987.096287
-50.0,1,10988.278147
-50.0,1,10988.278206
-50.0,1,10990.158438
-32.0,1,10990.158505
-50.0,1,10991.354064
-50.0,1,10991.354121
-50.0,1,10992.547234
-50.0,1,10992.547292
-50.0,1,10993.763633
-50.0,1,10993.76371
-50.0,1,10994.965355
-50.0,1,10994.965417
-50.0,1,10996.19107
-50.0,1,10996.19113
-50.0,1,10997.410661
-50.0,1,10997.410718
-50.0,1,10998.607168
-50.0,1,10998.607232
-50.0,1,10999.803027
-50.0,1,10999.803085
-50.0,1,11001.003937
-50.0,1,11001.003998
-50.0,1,11002.154054
-50.0,1,11002.154111
-50.0,1,11003.233285
-50.0,1,11003.233342
-50.0,1,11004.324305
-50.0,1,11004.324364
-50.0,1,11005.420671
-50.0,1,11005.420729
-50.0,1,11006.527838
-50.0,1,11006.527896
-50.0,1,11007.664759
-50.0,1,11007.664821
-32.0,1,11009.315197
-50.0,1,11009.315254
-50.0,1,11010.419213
-50.0,1,11010.419274
-50.0,1,11011.533948
-50.0,1,11011.534005
-50.0,1,11012.642265
-50.0,1,11012.642321
-50.0,1,11013.753335
-50.0,1,11013.753392
-50.0,1,11014.856788
-50.0,1,11014.856841
-50.0,1,11015.999493
-50.0,1,11015.999547
-50.0,1,11017.099314
-50.0,1,11017.099376
-50.0,1,11018.849595
-32.0,1,11018.849654
-50.0,1,11020.031133
-50.0,1,11020.031189
-50.0,1,11021.114809
-50.0,1,11021.11486
-50.0,1,11022.217032
-50.0,1,11022.217086
-50.0,1,11023.333972
-50.0,1,11023.334033
-50.0,1,11024.416176
-50.0,1,11024.416237
-50.0,1,11025.53401
-50.0,1,11025.534075
-50.0,1,11027.334736
-2.0,2,11028.908713
-50.0,1,11028.908767
-50.0,1,11030.047513
-50.0,1,11030.047579
-50.0,1,11031.231558
-50.0,1,11031.231613
-50.0,1,11032.311964
-50.0,1,11032.31202
-50.0,1,11033.400549
-50.0,1,11033.400609
-50.0,1,11034.556037
-50.0,1,11034.556113
-50.0,1,11035.700287
-50.0,1,11035.700349
-50.0,1,11036.787968
-50.0,1,11036.788022
-50.0,1,11037.890183
-50.0,1,11037.890246
-50.0,1,11039.000556
-50.0,1,11039.000617
-50.0,1,11040.108271
-50.0,1,11040.108327
-50.0,1,11041.206456
-50.0,1,11041.206513
-50.0,1,11042.354115
-50.0,1,11042.35417
-50.0,1,11043.525557
-50.0,1,11043.525609
-50.0,1,11045.37093
-50.0,1,11047.032616
-2.0,2,11047.032671
-50.0,1,11048.87533
-50.0,1,11050.551809
-2.0,2,11050.551863
-50.0,1,11051.715952
-50.0,1,11051.716007
-50.0,1,11052.935125
-50.0,1,11052.935187
-50.0,1,11054.186974
-50.0,1,11054.187051
-50.0,1,11056.641839
-44.0,2,11057.770299
-50.0,1,11057.770355
-50.0,1,11059.909095
-32.0,1,11059.909149
-38.0,1,11062.443434
-50.0,1,11062.443516
-50.0,1,11064.498169
-32.0,1,11064.498246
-50.0,1,11065.764648
-50.0,1,11065.764712
-32.0,1,11067.409656
-50.0,1,11067.409723
-50.0,1,11069.42635
-50.0,1,11069.426434
-32.0,1,11071.818851
-50.0,1,11071.818946
-50.0,1,11073.904875
-50.0,1,11073.904974
-50.0,1,11075.843217
-50.0,1,11075.843294
-50.0,1,11077.186328
-50.0,1,11077.186385
-50.0,1,11078.353338
-50.0,1,11078.353393
-50.0,1,11079.941898
-50.0,1,11079.941985
-50.0,1,11081.424393
-50.0,1,11081.42445
-50.0,1,11082.600775
-50.0,1,11082.600851
-50.0,1,11083.769876
-50.0,1,11083.769937
-50.0,1,11084.898574
-50.0,1,11084.898632
-50.0,1,11086.020472
-50.0,1,11086.020532
-50.0,1,11087.164886
-50.0,1,11087.16733
-50.0,1,11088.297517
-50.0,1,11088.297575
-50.0,1,11089.441836
-50.0,1,11089.441893
-50.0,1,11090.578743
-50.0,1,11090.5788
-50.0,1,11091.703556
-50.0,1,11091.703615
-50.0,1,11093.167612
-50.0,1,11093.167669
-50.0,1,11094.379818
-50.0,1,11094.379875
-50.0,1,11095.590569
-50.0,1,11095.590635
-50.0,1,11098.463961
-50.0,1,11101.291609
-8.0,2,11101.291667
-50.0,1,11102.481937
-50.0,1,11102.482
-50.0,1,11103.605925
-50.0,1,11103.605984
-50.0,1,11104.717612
-50.0,1,11104.717673
-50.0,1,11105.832349
-50.0,1,11105.832411
-32.0,1,11107.456318
-50.0,1,11107.45637
-50.0,1,11108.5683
-50.0,1,11108.568357
-50.0,1,11109.696331
-50.0,1,11109.69641
-50.0,1,11110.832403
-50.0,1,11110.832459
-50.0,1,11112.614342
-32.0,1,11112.614417
-50.0,1,11113.77858
-50.0,1,11113.77864
-50.0,1,11114.896821
-50.0,1,11114.896878
-50.0,1,11116.52218
-32.0,1,11116.522239
-50.0,1,11117.637573
-50.0,1,11117.637638
-50.0,1,11120.221429
-32.0,1,11122.165765
-47.0,2,11122.165832
-50.0,1,11123.532245
-50.0,1,11123.53231
-50.0,1,11124.947004
-50.0,1,11124.94706
-50.0,1,11126.224374
-50.0,1,11126.224447
-50.0,1,11127.348618
-50.0,1,11127.348674
-50.0,1,11128.481204
-50.0,1,11128.48126
-32.0,1,11130.285899
-50.0,1,11130.285958
-50.0,1,11131.449874
-50.0,1,11131.449934
-50.0,1,11132.803898
-50.0,1,11132.803983
-50.0,1,11134.115468
-50.0,1,11134.115531
-50.0,1,11135.332489
-50.0,1,11135.33255
-50.0,1,11136.736554
-50.0,1,11136.736616
-50.0,1,11137.813645
-50.0,1,11137.813704
-50.0,1,11139.248445
-50.0,1,11139.248519
-50.0,1,11140.645425
-50.0,1,11140.645508
-50.0,1,11141.951653
-50.0,1,11141.951714
-50.0,1,11143.443885
-50.0,1,11143.443943
-50.0,1,11144.62229
-50.0,1,11144.622347
-50.0,1,11145.914549
-50.0,1,11145.914663
-50.0,1,11147.154955
-50.0,1,11147.155005
-50.0,1,11148.889846
-50.0,1,11148.88994
-50.0,1,11150.428133
-50.0,1,11150.428188
-50.0,1,11151.61569
-50.0,1,11151.615751
-32.0,1,11153.425999
-50.0,1,11153.426095
-50.0,1,11154.609216
-50.0,1,11154.609273
-50.0,1,11156.363046
-32.0,1,11156.36311
-50.0,1,11157.523899
-50.0,1,11157.523958
-50.0,1,11158.666762
-50.0,1,11158.666832
-50.0,1,11159.80388
-50.0,1,11159.803938
-50.0,1,11160.95349
-50.0,1,11160.953549
-50.0,1,11162.099541
-50.0,1,11162.099603
-50.0,1,11163.232754
-50.0,1,11163.232813
-50.0,1,11164.372542
-50.0,1,11164.372598
-50.0,1,11165.494864
-50.0,1,11165.49492
-50.0,1,11166.616204
-50.0,1,11166.616259
-50.0,1,11167.744544
-50.0,1,11167.744606
-50.0,1,11168.90348
-50.0,1,11168.903557
-50.0,1,11170.506159
-50.0,1,11170.506217
-50.0,1,11171.803243
-50.0,1,11171.803306
-50.0,1,11173.798421
-50.0,1,11173.798512
-50.0,1,11177.218663
-35.0,1,11177.218762
-50.0,1,11179.056018
-50.0,1,11179.056073
-50.0,1,11180.680235
-50.0,1,11180.680296
-50.0,1,11182.253172
-50.0,1,11182.253229
-50.0,1,11184.103616
-50.0,1,11184.103708
-50.0,1,11185.806622
-50.0,1,11185.806716
-50.0,1,11187.457805
-50.0,1,11187.457861
-50.0,1,11188.590779
-50.0,1,11188.59084
-50.0,1,11190.3862
-2.0,2,11192.02844
-50.0,1,11192.028499
-50.0,1,11193.164739
-50.0,1,11193.164799
-32.0,1,11194.892493
-50.0,1,11194.892553
-50.0,1,11196.029135
-50.0,1,11196.029192
-50.0,1,11197.16451
-50.0,1,11197.164579
-50.0,1,11198.282818
-50.0,1,11198.282875
-50.0,1,11199.422882
-50.0,1,11199.422939
-50.0,1,11200.601776
-50.0,1,11200.601839
-50.0,1,11201.777488
-50.0,1,11201.777545
-50.0,1,11202.953768
-50.0,1,11202.95383
-50.0,1,11204.090087
-50.0,1,11204.090146
